image_name,count,img_size
taccdash/democratizingdata-wdc:e968dc0f,222,215457839
taccdash/democratizingdata-wdc:pprd,222,215457839
taccdash/democratizingdata-wdc:prod,222,215457835
taccdash/democratizingdata-wdc:057fe76c,222,215457835
taccdash/democratizingdata-wdc:latest,222,215457835
taccdash/covid19-school-risk-dash:0011b3de,216,897022851
taccdash/covid19-school-risk-dash:a1f63db4,214,899522357
taccdash/a2cps-biospecimen-shipment-and-data-submission-report:latest,211,465635998
taccdash/a2cps-case-report-form-report:51987fff,211,465635264
taccdash/a2cps-case-report-form-report:latest,211,465635264
taccdash/a2cps-biospecimen-shipment-and-data-submission-report:9e58de38,211,465635998
taccdash/a2cps-image-submission-report-dash:latest,207,465627985
taccdash/a2cps-image-submission-report-dash:c33ee391,207,465627730
tacck/composer-php:1.10.10,207,83924715
tacck/composer-php:latest,207,83924715
taccdash/a2cps-image-submission-report-dash:32645d61,207,465627985
taccdash/a2cps-image-submission-report-dash:5d0ece7a,207,465627975
taccdash/a2cps-image-submission-report-dash:6514423c,207,465626551
taccdash/k8s-restart-listener:latest,207,170899379
taccdash/a2cps-imaging-overview-dash:20c62f0e,206,449867558
taccdash/covid19-school-risk-dash:302d45a2,203,899473566
taccdash/covid19-school-risk-dash:latest,203,899473566
taccdash/covid19-school-risk-dash:master,203,899473566
tacc/uuidsapi:2.4.2,202,186602653
taccsciapps/jupyterhub-admin:d26fb4ba,201,384829543
taccdash/covid19-tsa-dash:193f1395,201,1481915442
taccsciapps/jupyterhub-admin:616ecf5b,201,384831490
taccsciapps/jupyterhub-admin:2b229a7b,201,384827559
taccsciapps/jupyterhub-admin:c257f860,201,384874164
taccsciapps/jupyterhub-admin:dev,201,384874164
gcurbelo/tacc-portal:dev,200,387940154
taccdash/covid19-us-msa-dash:master,198,1631207832
tacc4moi99/quotesweb:v1,198,439467354
taccdash/covid19-us-msa-dash:f350ded4,198,1631207832
gcurbelo/tacc-reporter:pgres,190,401853341
gcurbelo/tacc-reporter:dev,190,393071262
tacc/aloe-postitsapi:2.4.21,189,190778865
taccdash/covid19-tsa-dash:e1275cdf,189,1499088192
taccdash/a2cps-monthly-enrollment-dash:0b9abe67,184,466034692
taccaci/extract:latest,179,136446763
tacc/pearc19:0.1,176,86958962
tacc/gateways:0.1,176,86958970
tacc/gateways19:0.1.0,176,86958970
tacc/uh-workshop19:0.1.0,176,86958948
taccdash/a2cps-monthly-enrollment-dash:02709b21,173,466534554
taccdash/a2cps-monthly-enrollment-dash:production,173,466534554
taccdash/a2cps-imaging-overview-dash:db531b5f,172,451414719
taccdash/a2cps-imaging-overview-dash:latest,172,451415214
taccdash/a2cps-monthly-enrollment-dash:latest,172,449868203
taccdash/a2cps-imaging-overview-dash:bd3633d8,172,451415214
taccdash/a2cps-imaging-overview-dash:production,172,451414719
taccdash/a2cps-monthly-enrollment-dash:bbee99b6,172,449868203
taccatisid/caliper:latest,170,288920412
taccdash/covid19_austin_dash:8c4e3e8c,168,591914548
taccdash/covid19_austin_dash:532d810a,168,593477444
taccdash/covid19-tsa-dash:17d777b8,156,1502645609
taccdash/covid19-tsa-dash:latest,156,1502645609
taccdash/covid19-tsa-dash:master,156,1502645609
tacccccc21/docker101tutorial:latest,155,26443233
taccaci/jupyter-lab-hpc:designsafe,148,2099358007
taccaci/jupyter-lab-hpc:designsafe-test,147,1127003803
tacccccc21/my-first-repo:latest,141,72901868
taccaci/hello-world-license:latest,141,80517771
tacc/tapis-cli:test-3x-py2,140,507848617
tacc/tapis-cli:test-3x-py3,138,495903898
taccdash/a2cps-datastore-imaging:61ef2bd2,137,462362783
taccdash/a2cps-datastore-imaging:latest,137,462373641
mzheng321/taccgpt:database,137,719960632
taccdash/a2cps-datastore-imaging:3d0cd04a,137,462362907
taccdash/a2cps-datastore-imaging:f35a17b7,137,462373641
taccdash/a2cps-datastore-imaging:fb99c480,137,462359994
taccdash/covid19_austin_dash:c355dca5,137,604025751
taccdash/covid19_austin_dash:latest,137,604025751
taccdash/covid19_austin_dash:master,137,604025751
taccaci/hello-world:latest,136,80480777
taccaci/compress:latest,133,82266882
taccaci/interactive-base:latest,131,80520639
taccaci/interactive-base:1.0.0,131,80520639
taccaci/interactive-dcvserver-tap_base:latest,131,80521617
taccaci/rstudio:4.0.0,131,80521028
tacc/singularity_test1:latest,126,74360611
taccaci/interactive-base:test,119,74363406
taccart/lab04:latest,112,53080992
taccdash/a2cps-datastore:824789ed,111,325152551
taccdash/a2cps-datastore:7cd5fc41,111,325152831
taccdash/a2cps-datastore:aef8bddb,111,325152552
taccdash/a2cps-datastore:e4ab4d00,111,325152547
taccaci/hazmapper:2643e39,106,65084226
taccaci/taggit:01f58b4,106,141235620
taccaci/taggit:3080fd1,106,141233439
taccaci/taggit:8352334,106,141233790
taccaci/hazmapper:05aaab3,106,65084226
taccaci/hazmapper:9676baf,106,65084226
taccaci/hazmapper:ffa8fe4,106,65084274
taccaci/hazmapper:latest,106,65084226
taccaci/taggit:2c6d36d,106,141239554
taccaci/taggit:aee1c7e,106,141235620
taccdash/a2cps-datastore:latest,105,325512318
tacck/pict:20191018,97,8278693
tacck/pict:latest,97,8278693
taccadocker/api:1.0,93,85579433
taccadocker/frontend:1.0,93,89787568
taccaci/compress:0.0.2,90,76471774
taccaci/interactive-base:tapis-v2,88,74771477
taccaci/interactive-base:1.1.0,88,74767173
taccaya/myfirstapp:latest,86,57006728
tacca/codeedu-slimgo-helloworld:latest,55,1766406
mzheng321/taccgpt:frontend,34,1008722954
taccb/getting-started:latest,34,268151131
taccadocker/db:1.0,31,238031289
taccaci/hazmapper-react:2643e39,26,41747011
taccaci/hazmapper-react:05aaab3,26,41746849
taccaci/hazmapper-react:9676baf,26,41746849
taccaci/hazmapper-react:ffa8fe4,26,41646786
tacc/netsage-nfdump-collector:alpine-1.6.23,22,287532105
taccaci/hazmapper-react:latest,20,42342041
